customer_id,loan_type,loan_amount,emi,default_flag,credit_score,LoanType,LoanStatus,InterestRate,TenureYears
20337,Home,567611.22,10237.99,0,602,Business Loan,Active,12.04,1
15439,Auto,157328.55,3611.2,0,555,Home Loan,Active,12.65,16
17340,Auto,704443.57,24094.22,1,781,Education Loan,Active,10.48,2
7248,Education,653299.5,14195.26,0,393,Personal Loan,Closed,11.45,12
19538,Home,641491.09,8046.48,0,795,Education Loan,Active,7.51,20
4431,Personal,907000.07,4017.02,0,317,Business Loan,Active,11.11,2
15618,Auto,251904.38,2002.95,0,741,Business Loan,Active,13.92,19
3121,Personal,279748.32,19976.93,0,506,Auto Loan,Active,8.75,12
21540,Personal,988272.67,21936.81,0,704,Auto Loan,Active,12.43,10
18675,Education,659850.44,3780.86,1,808,Personal Loan,Active,9.49,9
4490,Education,451625.6,11997.49,1,541,Personal Loan,Active,12.18,20
6185,Education,428300.79,16963.82,1,645,Personal Loan,Active,13.21,9
9894,Auto,200126.71,14476.37,1,645,Personal Loan,Closed,14.96,10
14859,Education,56076.5,3282.91,1,338,Home Loan,Closed,14.42,12
17046,Education,577373.03,21076.84,1,630,Auto Loan,Active,14.39,18
18006,Auto,709020.11,18057.46,1,534,Personal Loan,Active,13.48,20
14918,Personal,170933.11,12316.29,0,612,Education Loan,Active,13.41,7
16762,Personal,115280.68,1822.13,0,409,Education Loan,Closed,10.44,12
4010,Home,496618.17,3210.52,0,538,Auto Loan,Active,11.8,5
488,Home,885348.83,11465.43,1,447,Business Loan,Active,10.23,17
8980,Education,668385.46,21649.47,0,575,Education Loan,Closed,13.66,19
12477,Home,674546.84,16249.26,0,415,Personal Loan,Closed,14.26,9
9217,Personal,351706.87,21843.91,0,809,Auto Loan,Closed,10.84,5
21497,Education,255732.55,15314.61,0,343,Auto Loan,Closed,13.17,1
11843,Personal,554163.88,1348.62,1,546,Business Loan,Closed,10.74,8
6840,Education,954408.15,16611.6,0,345,Home Loan,Active,8.2,5
548,Personal,915868.78,19027.41,0,800,Personal Loan,Active,13.93,6
14381,Education,207868.93,14994.54,0,461,Personal Loan,Closed,8.32,18
23599,Home,978842.18,16269.05,0,514,Home Loan,Active,11.49,20
3304,Personal,609345.62,18790.97,0,740,Personal Loan,Closed,8.68,8
24706,Personal,414083.34,9440.03,1,697,Education Loan,Active,9.07,7
1548,Education,914601.83,19320.88,0,619,Auto Loan,Active,7.72,6
6301,Auto,684558.9,3527.32,1,560,Home Loan,Active,10.05,8
4660,Education,836817.6,20399.89,0,722,Auto Loan,Closed,10.94,16
6663,Home,782422.31,14073.16,1,801,Business Loan,Closed,12.89,4
16826,Auto,996905.54,17108.66,0,780,Auto Loan,Closed,14.86,12
10304,Auto,651232.51,15351.04,1,366,Home Loan,Active,12.03,8
12116,Auto,574264.51,18738.65,1,533,Home Loan,Active,10.01,1
22836,Personal,708262.59,21548.91,1,480,Personal Loan,Active,10.3,3
17563,Education,439185.37,22218.47,0,591,Auto Loan,Closed,11.02,16
16108,Auto,347562.44,10819.68,0,686,Education Loan,Active,11.28,15
11252,Auto,426765.75,13483.65,1,517,Home Loan,Closed,7.53,17
13165,Personal,346838.57,3762.85,1,456,Home Loan,Active,11.3,4
3711,Auto,983957.22,2260.58,1,392,Education Loan,Closed,13.16,4
6671,Education,373249.03,8689.39,1,361,Business Loan,Closed,12.99,9
19822,Auto,582895.24,6881.05,1,754,Personal Loan,Closed,12.65,3
2047,Personal,453959.1,9135.03,1,428,Education Loan,Closed,13.94,20
22362,Education,735586.42,13127.5,0,338,Home Loan,Closed,7.12,17
21514,Personal,124877.84,4662.85,1,365,Personal Loan,Active,10.68,3
12298,Personal,704772.7,19587.59,0,761,Education Loan,Closed,9.38,7
11924,Auto,181615.69,21089.51,1,689,Education Loan,Active,9.69,14
9064,Personal,933633.59,4432.68,0,622,Auto Loan,Active,14.24,11
23213,Personal,641762.95,7708.58,0,497,Personal Loan,Active,13.81,18
21602,Education,955385.2,9726.78,0,754,Home Loan,Closed,13.03,7
19623,Education,772027.78,12307.27,0,367,Business Loan,Active,11.64,13
14367,Home,359385.98,1801.24,1,351,Business Loan,Closed,7.62,5
6756,Education,568356.1,10253.22,1,419,Home Loan,Active,10.07,1
14348,Home,483097.72,2629.21,0,421,Home Loan,Active,8.38,20
10016,Home,841820.82,14174.85,1,503,Auto Loan,Active,7.87,10
8179,Education,815626.32,24627.81,1,689,Home Loan,Active,10.68,5
18788,Auto,323803.45,11814.85,1,641,Personal Loan,Active,11.24,19
24170,Education,75060.53,14380.08,0,767,Personal Loan,Closed,13.66,10
21688,Home,216983.33,23392.46,1,738,Education Loan,Active,13.83,7
23546,Personal,667871.25,22031.74,0,615,Business Loan,Active,14.22,15
21488,Education,188652.43,12114.13,1,625,Business Loan,Active,8.09,10
17211,Home,751397.17,17659.84,0,561,Personal Loan,Active,12.68,11
8628,Home,343004.15,4622.3,0,531,Business Loan,Active,13.21,19
13532,Education,760811.09,5792.57,1,452,Business Loan,Active,9.63,8
10987,Personal,84413.92,18952.54,0,475,Education Loan,Closed,13.42,19
14580,Education,309378.61,12107.79,1,463,Personal Loan,Active,10.7,17
24605,Personal,842599.2,7889.54,1,649,Business Loan,Closed,11.13,10
3091,Auto,352595.53,6061.81,1,651,Business Loan,Closed,7.41,17
15605,Home,122441.21,3594.08,0,615,Home Loan,Active,9.56,2
1287,Education,597711.01,4074.18,0,355,Home Loan,Closed,14.69,4
15600,Personal,116153.9,10923.91,0,538,Business Loan,Closed,13.86,13
424,Home,192993.94,23542.58,1,394,Auto Loan,Closed,9.73,3
923,Auto,483436.73,11247.62,1,781,Education Loan,Closed,12.26,18
4031,Education,663350.31,17581.03,1,830,Education Loan,Closed,13.28,1
15413,Personal,354864.06,7508.18,0,626,Personal Loan,Active,12.4,7
16273,Auto,719377.91,2886.77,1,600,Home Loan,Active,14.48,3
17216,Auto,931346.56,17585.35,1,720,Auto Loan,Closed,11.46,6
6067,Personal,127798.32,21366.63,1,823,Business Loan,Active,14.77,20
17655,Personal,629363.29,5426.22,0,819,Business Loan,Closed,9.02,1
10412,Auto,344110.94,1152.64,1,511,Auto Loan,Active,14.94,13
1850,Auto,361954.99,24502.09,0,467,Auto Loan,Closed,14.74,13
22711,Personal,812807,3753.14,1,604,Personal Loan,Closed,8.09,18
4952,Auto,622577.5,21362.87,0,311,Auto Loan,Active,7.43,9
345,Personal,300046.61,17140.75,1,558,Business Loan,Closed,12.5,8
22312,Education,289512.75,21296.05,1,820,Home Loan,Closed,14.7,10
8809,Education,161696.3,17715.55,1,834,Auto Loan,Closed,9.96,7
18767,Home,856203.74,13786.4,0,479,Education Loan,Closed,12.17,11
5329,Personal,858345.18,11784.46,0,352,Business Loan,Active,11.27,19
6143,Home,988929.07,13341.65,0,718,Home Loan,Closed,7.98,1
18183,Home,572034.07,3915.74,0,840,Education Loan,Active,14.01,14
12083,Personal,604519.89,21912.1,0,707,Auto Loan,Closed,13.93,10
20789,Home,684390.27,7243.11,0,339,Home Loan,Active,8.03,10
3971,Home,952207.09,15724.65,0,699,Auto Loan,Active,14.74,1
22132,Personal,567940.37,4029.52,0,643,Business Loan,Active,10.1,5
6835,Auto,449224.98,16093.69,0,391,Business Loan,Active,9.73,3
14280,Education,365800.56,6041.88,0,369,Personal Loan,Active,9.09,10
9550,Home,61316.31,4560.35,0,339,Home Loan,Closed,9.73,6
6139,Auto,823025.34,13975.54,1,563,Auto Loan,Active,13,13
2823,Education,566699.71,1274.46,0,749,Auto Loan,Active,9.19,20
1825,Home,260811.32,7009.27,1,383,Personal Loan,Closed,12.52,10
14514,Education,354668.8,13624.32,1,654,Education Loan,Active,7.32,13
4294,Personal,371425.32,13010.55,1,330,Home Loan,Closed,12.76,11
11985,Personal,475036.73,16621.35,1,403,Home Loan,Active,7.47,1
17587,Personal,741244.45,1533.3,0,653,Home Loan,Closed,12.02,14
6097,Home,802276.83,17779.9,0,539,Education Loan,Closed,7.07,13
7879,Auto,791831.33,21968.52,0,418,Home Loan,Active,9.47,3
13147,Auto,831567.44,21568.68,0,516,Home Loan,Closed,12.62,12
8098,Home,445028.23,15233.46,1,312,Home Loan,Closed,9.79,1
2423,Education,143493.81,13246.32,0,411,Home Loan,Active,13.22,10
14072,Auto,576660.28,8317.81,1,346,Business Loan,Active,12.75,17
14018,Auto,361476.19,11833.87,0,729,Auto Loan,Closed,11.1,19
18178,Auto,805442.67,7434.86,1,712,Business Loan,Closed,7.85,2
24039,Personal,844240.41,16100.12,1,736,Home Loan,Closed,12.77,5
12895,Personal,436992.88,8308.36,1,583,Education Loan,Closed,7.72,4
851,Personal,784386.13,15983.13,0,753,Business Loan,Active,8.93,6
13324,Auto,924021.92,24028.12,1,477,Business Loan,Active,8.68,15
23784,Education,909381.19,1696,0,504,Home Loan,Active,12.79,5
14150,Auto,94760.82,15875.75,1,788,Education Loan,Active,14.58,12
18732,Education,956803.88,9719.34,1,768,Auto Loan,Active,14.03,6
20521,Personal,996842.41,6785.33,0,540,Personal Loan,Active,9.41,2
16089,Personal,320042.01,22064.94,1,338,Auto Loan,Active,10.5,1
12148,Auto,73221.19,7439.33,1,777,Home Loan,Active,8,18
17135,Home,586256.5,23795.7,1,611,Business Loan,Closed,14.51,11
735,Auto,516471.01,10481.87,1,814,Business Loan,Closed,14.49,14
12292,Home,396651,7621.64,0,386,Personal Loan,Active,13.53,10
12421,Home,318525.14,12450.13,0,833,Personal Loan,Closed,11.87,8
21636,Home,262547.43,13081.25,1,609,Education Loan,Closed,7.77,8
15811,Personal,110440.21,11859.24,0,782,Auto Loan,Active,8.11,11
12556,Education,431886.65,10835.86,0,501,Business Loan,Closed,9.21,16
2062,Personal,869895.51,17504.03,1,604,Education Loan,Closed,7.55,6
7422,Home,191792.89,22575.73,1,404,Auto Loan,Active,7.11,4
10566,Auto,236690.16,8957.99,0,699,Home Loan,Active,9.54,12
8226,Home,543814.73,15778.72,0,754,Home Loan,Closed,7.78,18
8374,Education,222373.38,23663.14,0,456,Personal Loan,Active,11.33,6
7810,Home,330680.09,21822.98,0,329,Education Loan,Active,7.75,14
9282,Auto,322386.64,8855.98,1,557,Home Loan,Closed,12.33,18
23318,Auto,487830.65,6078.05,1,825,Personal Loan,Active,8.67,17
1668,Personal,896731.37,1480.48,1,806,Auto Loan,Active,9.91,6
14141,Education,132545.61,14452.52,1,578,Business Loan,Active,13.46,8
20936,Education,531143.68,17054.76,0,674,Personal Loan,Active,13.85,20
11919,Home,176240.95,6277.94,1,777,Business Loan,Closed,11.35,8
15625,Education,893590.14,17708.1,1,514,Home Loan,Closed,12.78,10
21470,Home,287518.56,21090.59,1,756,Personal Loan,Active,13.39,11
21570,Education,252276.46,7972.1,1,494,Business Loan,Closed,14.09,3
5163,Home,639710.38,6305.28,0,751,Auto Loan,Closed,11.19,8
12155,Home,237853.79,23915.85,0,516,Education Loan,Active,11.05,19
12521,Home,368939.06,17894.78,1,622,Home Loan,Closed,7.7,14
9865,Personal,202178.6,19932.19,1,724,Business Loan,Closed,8.14,16
7005,Home,617367.39,20735.6,1,324,Business Loan,Closed,14.4,5
8584,Auto,803503.76,20083.73,1,566,Home Loan,Active,12.21,1
12624,Auto,207798.53,12551.17,0,744,Education Loan,Active,11.23,6
10617,Auto,224745.78,6638.46,1,639,Personal Loan,Active,14.28,9
9153,Personal,738836.48,17685.82,1,829,Personal Loan,Active,7.66,14
15636,Personal,260790.91,18446.25,1,336,Personal Loan,Closed,11.1,12
23908,Personal,940923.9,19074.63,0,747,Education Loan,Closed,11.4,2
16502,Auto,200935.83,24572.92,1,360,Education Loan,Closed,12.72,2
15043,Home,623109.29,20692.02,0,441,Auto Loan,Closed,10.02,12
20305,Home,853756.56,24771.26,0,753,Auto Loan,Active,9.2,16
15064,Auto,442219.75,7308.43,0,806,Education Loan,Active,13.26,18
4847,Auto,516083.05,21573.38,0,400,Auto Loan,Active,9.83,18
23761,Home,187580.71,4257.79,0,843,Business Loan,Closed,13.67,4
5659,Home,82973.27,19008.31,1,637,Personal Loan,Closed,9.82,20
10691,Home,581424.55,15401.3,0,493,Auto Loan,Closed,7.45,19
8420,Education,492452.57,6481.31,0,562,Business Loan,Active,9.48,14
16934,Education,571736.4,1522.78,1,415,Education Loan,Active,7.81,6
15310,Home,163466.37,22274.47,0,301,Personal Loan,Active,14.13,18
6236,Home,532970.4,2364.62,0,766,Education Loan,Active,11.81,9
17672,Home,208557.43,13392.07,0,732,Home Loan,Closed,11.79,6
20555,Education,527612.57,6265.77,0,790,Education Loan,Active,13.05,7
3125,Home,494466.18,21666.77,1,813,Business Loan,Closed,8.41,1
204,Education,179127.8,16947.45,0,623,Home Loan,Active,14.06,15
2110,Home,944085.82,14443.21,0,487,Home Loan,Closed,10.47,7
19705,Auto,493784.82,1424.81,1,435,Personal Loan,Active,12.71,17
24172,Home,374592.98,4114.18,1,324,Business Loan,Active,14.55,9
3704,Personal,226726.14,9020.32,1,692,Home Loan,Closed,12.46,6
14805,Personal,817341.52,13868.33,1,518,Business Loan,Active,8.34,13
13271,Personal,596743.67,16146.71,0,580,Home Loan,Closed,8.41,8
22574,Personal,549487.53,20304.78,0,747,Education Loan,Closed,9.7,5
17217,Education,524856.69,22447.49,1,533,Home Loan,Active,12.63,2
24455,Home,200797.14,10078.44,1,616,Home Loan,Closed,11.48,13
1594,Personal,881814.62,6161.61,0,485,Business Loan,Active,14.14,5
14399,Auto,827556.72,23418.94,0,564,Auto Loan,Closed,8.95,16
12888,Education,791490.2,20613.43,0,329,Auto Loan,Active,9.57,19
11165,Auto,919294.58,19544.71,1,358,Education Loan,Active,8.39,4
16572,Personal,864965.22,5071.51,1,397,Education Loan,Active,13.42,17
14312,Personal,278383.84,21890.13,1,304,Auto Loan,Closed,14.8,2
8924,Auto,933783.06,16749.65,1,831,Education Loan,Closed,13.06,17
13224,Education,759444.55,10970.97,1,531,Auto Loan,Active,10.27,2
4974,Auto,208261.18,15788.41,0,354,Education Loan,Active,14.8,17
8517,Education,914251.94,2344.64,1,435,Education Loan,Closed,11.68,17
11064,Education,197656.14,3942.52,1,336,Education Loan,Closed,14.28,19
19034,Personal,204502.67,16359.99,1,531,Personal Loan,Active,7.82,10
2394,Auto,137239.34,4432.18,0,351,Auto Loan,Active,8.32,5
1885,Personal,771942.61,9482.1,0,814,Auto Loan,Active,12.29,2
20683,Education,283338.09,5180.66,0,642,Home Loan,Closed,13.34,13
14800,Personal,755623.03,6818.51,0,766,Auto Loan,Active,7.72,11
24394,Auto,86787.62,19999.18,0,374,Personal Loan,Closed,7.26,3
8560,Personal,609277.85,5619.63,1,553,Business Loan,Active,7.3,9
23936,Home,292578.84,13408.67,1,333,Business Loan,Closed,8.22,16
1814,Personal,753115.69,22576.09,1,471,Business Loan,Closed,14.15,17
20829,Home,601673.56,12962.63,0,344,Auto Loan,Closed,13.06,13
17162,Education,413971.11,12511.53,1,445,Auto Loan,Active,11.58,14
21765,Personal,365497.38,23773.11,0,646,Home Loan,Closed,9.71,1
11660,Education,439767.05,5602.77,1,801,Home Loan,Active,7.2,8
8238,Home,408582.05,14212.16,0,387,Education Loan,Active,7.29,6
11225,Personal,878940.38,18620.75,1,612,Auto Loan,Closed,10.64,9
22959,Home,945986.62,1867.7,1,839,Personal Loan,Active,7.69,20
8889,Education,803791.24,3459.78,0,600,Home Loan,Closed,9.48,1
20664,Education,469653.76,22939.8,1,811,Education Loan,Closed,13.33,1
4183,Auto,100504.56,1157.31,0,476,Personal Loan,Active,10.25,5
24612,Home,489430.74,10300.96,1,725,Auto Loan,Active,8.2,12
4766,Home,210898.57,22863.6,0,521,Auto Loan,Active,11.92,4
14919,Auto,775686.55,1889.08,1,554,Business Loan,Active,7.05,15
3622,Personal,244697.57,20486.12,1,417,Personal Loan,Active,8.84,1
14330,Personal,571851.25,3850.86,1,321,Home Loan,Active,9.48,13
668,Home,64651.81,10410.12,0,391,Business Loan,Active,8.09,3
8642,Education,467088.24,3953.39,0,485,Auto Loan,Closed,12.31,15
20522,Education,52928.13,7599.84,1,589,Auto Loan,Closed,10.36,16
10045,Personal,960750.95,17525.3,1,526,Business Loan,Active,7.94,7
20003,Home,996601.92,5937.89,0,813,Business Loan,Active,8.73,12
21311,Home,594096.89,16471.12,0,584,Business Loan,Closed,11.21,16
13024,Personal,497581.49,17085.51,1,678,Education Loan,Active,13.92,10
11830,Personal,843599.87,4096.79,1,399,Business Loan,Closed,12.65,1
3336,Home,375010.08,21840.77,1,566,Business Loan,Active,13.27,18
11016,Education,181193.29,14873.97,1,702,Education Loan,Closed,9.95,9
4525,Home,583131.64,9472.63,1,757,Home Loan,Active,8.46,16
17947,Personal,102225.97,16058.97,0,475,Business Loan,Closed,7.69,9
3426,Auto,557323.4,13008.38,1,796,Business Loan,Closed,12.05,5
11364,Personal,167531.35,10535.52,0,340,Business Loan,Active,12.17,13
4748,Home,890193.14,23932.08,0,721,Home Loan,Closed,9.37,20
17181,Personal,324979.6,12198.81,1,711,Personal Loan,Active,13.25,2
5246,Personal,73970.71,10284.43,1,567,Personal Loan,Active,9.66,1
9622,Personal,742047.49,6823.13,1,376,Business Loan,Closed,7.37,2
9829,Home,638313.32,22765.68,0,416,Education Loan,Active,14.92,3
19101,Education,668521.07,3663.76,0,434,Personal Loan,Active,12.33,9
6803,Auto,743749.41,16952.15,0,424,Personal Loan,Active,7.01,14
21811,Home,993513.02,5656.52,0,428,Auto Loan,Active,9.36,13
9016,Education,800343.18,13277.2,0,679,Business Loan,Closed,13.75,10
11084,Home,343254.07,7193.97,0,611,Personal Loan,Active,14.25,15
15483,Education,672455.67,22061.64,1,346,Auto Loan,Closed,11.17,14
16548,Auto,477073.19,7650.71,0,681,Home Loan,Closed,10.84,5
20139,Home,890975.97,7652.28,0,664,Personal Loan,Active,9.06,3
20599,Personal,962716.62,19749.27,1,725,Personal Loan,Closed,11.54,1
22053,Personal,338209.1,21170.04,1,663,Home Loan,Active,13.93,4
995,Auto,647035.74,6589.48,1,360,Education Loan,Closed,14.84,20
17363,Auto,673574.89,13670.26,1,491,Auto Loan,Active,8.38,18
13703,Education,174587.75,10368.57,0,518,Education Loan,Active,12.74,12
332,Personal,258236.78,20781.62,0,805,Education Loan,Closed,11.42,9
10235,Education,279648.32,15044.2,0,407,Business Loan,Active,9.07,6
4275,Personal,866460.84,15570.41,1,595,Business Loan,Active,10.66,18
18440,Personal,330973.4,2041.39,1,684,Home Loan,Closed,11.41,12
10676,Education,734527.15,22867.86,0,568,Auto Loan,Closed,7.57,18
15141,Education,523704.57,15598.88,1,738,Home Loan,Active,9.01,11
10790,Home,792220.54,3600.67,0,324,Education Loan,Active,13.71,10
4711,Education,957350.63,15347.24,0,549,Business Loan,Active,13.97,10
15544,Education,147402.3,20146.62,0,775,Education Loan,Active,10.19,19
20374,Education,416191.92,4960.36,0,373,Personal Loan,Closed,8.04,9
14069,Personal,806660.01,14146.25,0,839,Education Loan,Active,10.02,19
6571,Education,211696.44,1867.97,0,793,Auto Loan,Active,11.75,14
6696,Education,699494.6,4224.66,1,326,Business Loan,Closed,8.56,8
5513,Personal,506506.72,9734.28,1,438,Auto Loan,Active,13.34,6
7709,Auto,366324.52,22807.5,0,819,Business Loan,Active,13.09,9
11311,Home,646749.54,6877.37,0,534,Auto Loan,Active,10.76,12
24924,Education,668281.28,22027.87,1,746,Personal Loan,Active,14.93,12
8876,Personal,768086.52,7321.21,0,791,Business Loan,Closed,12.95,1
16562,Personal,101098.23,1846.66,1,596,Auto Loan,Closed,9.08,14
16608,Auto,691436.93,15795.3,1,430,Personal Loan,Active,10.91,18
10920,Auto,864881.79,12067.94,0,396,Business Loan,Active,13.28,19
15972,Education,942904.32,17155.26,0,758,Education Loan,Active,7.91,10
8378,Personal,110949.99,1165.36,1,639,Auto Loan,Active,13.6,2
7724,Auto,182272.09,24268.17,1,817,Personal Loan,Closed,10.25,9
20391,Home,201801.28,6553.95,0,753,Business Loan,Closed,12.08,5
20814,Education,306102.01,1014.09,0,700,Business Loan,Closed,13.49,13
10826,Personal,692675.82,4212.38,1,835,Education Loan,Active,14.33,10
16473,Home,340174.09,14119.09,1,743,Education Loan,Active,12.03,12
14672,Personal,805176.34,5396.13,0,686,Auto Loan,Closed,7.35,14
3504,Personal,637846.64,12389.35,1,645,Personal Loan,Active,11.19,7
22036,Home,451115.69,21968.84,1,499,Personal Loan,Active,7.13,11
8253,Personal,240074.66,2101.23,0,393,Home Loan,Active,7.8,5
9985,Personal,967258.91,17418.2,1,383,Business Loan,Active,10.2,14
14641,Education,740007.1,2349.71,1,463,Home Loan,Closed,9.78,12
9056,Home,149669.2,5037.21,1,301,Business Loan,Closed,12.87,20
7620,Personal,311358.93,17963.12,0,364,Home Loan,Closed,10.58,14
24337,Home,745862.66,22218.18,0,769,Education Loan,Active,10.59,15
7312,Personal,56983.49,6536.54,1,662,Personal Loan,Active,8.87,6
8758,Home,255193.62,13845.31,0,433,Business Loan,Active,13.76,9
17432,Home,678530.06,18905.36,0,487,Business Loan,Active,9.06,5
6215,Education,442995.04,22071.68,0,685,Home Loan,Active,10.1,9
24321,Auto,353336.27,6065.07,1,640,Auto Loan,Closed,14.2,6
17185,Home,781043.28,9447.62,1,639,Personal Loan,Closed,14.41,15
15244,Education,616677.91,2715.1,1,674,Personal Loan,Closed,8.82,12
21646,Auto,160151.79,6735.25,1,508,Auto Loan,Closed,13.01,19
19304,Education,437914.74,6408.39,0,316,Education Loan,Active,13.46,7
11573,Personal,610625.12,12680.73,1,788,Auto Loan,Active,7.07,7
13740,Education,758193.29,9001.68,0,773,Personal Loan,Closed,7.04,17
10270,Auto,358901.07,9985.19,0,346,Education Loan,Closed,12.41,16
21215,Education,328931.01,13235.14,1,446,Auto Loan,Closed,14.04,19
5650,Home,158035.09,1774.78,0,440,Business Loan,Active,13.83,14
1459,Education,614342.83,14249.32,1,836,Personal Loan,Active,10.45,5
4902,Personal,163902.74,21410.1,1,817,Education Loan,Active,7.39,12
23492,Auto,390143.49,1896.29,1,330,Personal Loan,Active,13.06,7
22889,Auto,204335.46,3295.7,0,727,Personal Loan,Active,7.91,6
23390,Personal,529626.92,1685.42,1,824,Business Loan,Closed,12,4
23926,Auto,631080.53,13675.56,0,440,Home Loan,Active,11.37,13
8702,Home,485051.24,17287.75,1,478,Personal Loan,Active,13.01,3
20967,Auto,574773.57,23790.91,1,808,Home Loan,Active,10.99,19
20802,Education,792327.45,5397.16,0,656,Auto Loan,Active,9.65,19
19428,Education,910822.65,11789.65,1,822,Home Loan,Closed,11.41,14
3314,Education,608295.27,11231.77,1,591,Auto Loan,Closed,10.28,2
3805,Education,411341.69,23062.96,1,485,Education Loan,Closed,10.52,5
20781,Home,141536.61,1397.22,0,823,Business Loan,Active,8.83,5
10801,Home,953688.82,4627.5,1,525,Home Loan,Closed,8.88,3
9709,Auto,678272.42,12524.77,1,349,Personal Loan,Active,7.16,9
10170,Education,972366.48,12051.51,0,479,Auto Loan,Active,8.74,20
14349,Personal,597486.34,3172.5,1,506,Auto Loan,Active,9.59,20
11367,Auto,144416.19,22066.84,0,466,Personal Loan,Active,14.23,9
14824,Home,312324.45,19746.19,0,505,Personal Loan,Active,10.37,18
8434,Home,266536.66,2089.25,1,556,Business Loan,Active,8.92,15
6561,Education,870053.49,1934.15,0,335,Education Loan,Closed,7.44,14
16937,Auto,840867.56,1441.85,0,533,Home Loan,Closed,9.38,15
19175,Education,135470.34,6463.76,1,536,Home Loan,Active,8.27,9
8521,Auto,882204.23,6453.18,1,471,Personal Loan,Active,14.1,16
3855,Education,343740.91,15037.82,0,551,Business Loan,Active,10.63,2
1759,Home,190627.49,10349.85,1,774,Business Loan,Active,8.93,13
14809,Auto,618510.87,11054.52,1,596,Personal Loan,Closed,7.78,3
6114,Home,88969.23,18452.01,1,397,Education Loan,Closed,8.98,14
19899,Home,508169.25,21206.43,1,309,Education Loan,Active,8.94,4
6021,Auto,981895.62,2049.93,1,766,Business Loan,Active,13.93,4
11967,Home,497092.24,8969.65,1,750,Business Loan,Closed,12.48,12
21637,Home,383454.25,18900.78,0,651,Auto Loan,Active,10.08,2
13992,Education,337197.79,3293.5,0,490,Home Loan,Active,10.58,15
22655,Auto,750555.93,6586.57,0,532,Education Loan,Closed,8.47,16
1624,Auto,687653.04,7126.26,0,490,Personal Loan,Active,14.02,19
11464,Home,270036.9,18884.93,0,474,Business Loan,Closed,13.92,2
18089,Auto,145712.35,2120.36,1,749,Personal Loan,Closed,9.51,7
10667,Auto,938388.55,13016.88,1,712,Personal Loan,Active,12.22,12
9362,Personal,578943.26,5709.44,1,830,Business Loan,Active,8.05,5
9177,Personal,969243.34,7825.62,1,501,Home Loan,Active,12.9,5
10226,Education,275657.56,6017.71,0,574,Education Loan,Active,14.57,1
11284,Education,878722.76,20613.87,1,451,Education Loan,Closed,14.76,18
13126,Education,993244.03,7729.46,0,840,Personal Loan,Closed,9.94,5
8400,Auto,927806.39,21730.78,1,668,Personal Loan,Active,8.75,14
1768,Auto,272622.61,17731.24,1,676,Personal Loan,Closed,14.48,17
20711,Auto,897708.91,14940.48,1,486,Auto Loan,Closed,10.31,7
6737,Auto,363907.84,9260.1,1,348,Personal Loan,Active,8.2,19
11566,Auto,713053.83,23818.08,1,625,Personal Loan,Active,14.15,12
19646,Personal,224586.97,16776.68,0,454,Personal Loan,Closed,12.95,16
18779,Auto,533366.06,14230.9,1,519,Business Loan,Closed,8.8,12
13948,Auto,897026.99,12195.02,0,300,Personal Loan,Closed,7.98,15
22113,Home,404398.19,23045.04,0,536,Education Loan,Active,11.32,10
24108,Education,316015.55,10394.88,1,481,Business Loan,Closed,14.63,17
21202,Education,729075.55,11740.19,1,324,Personal Loan,Closed,9.87,6
17589,Home,178311.63,1146.14,0,413,Home Loan,Active,13.1,13
19517,Personal,280405.73,12533.81,1,502,Education Loan,Active,12.28,11
12617,Personal,236274.09,1852.32,0,546,Home Loan,Closed,10.87,17
16874,Personal,559934.69,4765.18,1,502,Business Loan,Closed,14.48,11
24848,Auto,51557.08,1247.42,1,798,Education Loan,Active,13.21,6
13597,Home,686800.73,1385.48,0,728,Home Loan,Closed,10.26,6
908,Education,70615.29,6864.19,1,525,Home Loan,Closed,7.38,19
20977,Auto,767702.96,7486.87,0,796,Education Loan,Active,11.94,15
11552,Auto,952965.84,19046.94,0,325,Education Loan,Active,10.08,10
24484,Home,513944.84,14830.44,0,448,Business Loan,Active,13.04,7
15405,Home,272359.89,13483.52,1,513,Home Loan,Closed,12.22,12
20226,Auto,990413.99,6106.73,1,531,Personal Loan,Closed,7.2,17
16913,Personal,605643.76,3813.44,0,787,Business Loan,Active,14.32,15
18679,Auto,697205.08,20211.67,0,446,Business Loan,Closed,12.11,20
16946,Education,360904.05,14492.62,1,449,Auto Loan,Closed,13.82,18
16742,Personal,621949.47,15388.91,0,648,Personal Loan,Active,10,7
8840,Personal,391348.06,2744.15,1,491,Personal Loan,Active,7.34,10
16566,Education,646887.63,15697.96,1,670,Education Loan,Active,14.15,7
22010,Personal,659659.59,14505.13,0,358,Personal Loan,Closed,9.42,16
12005,Personal,346598.67,9902.4,1,717,Personal Loan,Active,10.04,17
17634,Home,759411.33,2091.16,1,603,Personal Loan,Closed,12.71,1
19421,Auto,550127.52,20667.83,0,718,Business Loan,Closed,14.26,3
15818,Education,351882.14,15845.66,1,642,Home Loan,Active,12.63,5
19756,Home,787086.2,9879.95,0,435,Home Loan,Active,8.78,5
7359,Education,975023.32,4380.5,1,413,Personal Loan,Closed,10.53,19
7313,Home,689074.69,15908.45,0,827,Education Loan,Active,7.66,12
20301,Personal,149550.89,22197.28,1,373,Home Loan,Closed,9.02,8
338,Education,418885.71,21749.35,1,445,Home Loan,Active,13.54,1
